source,orig,url,title,text,date,score
C:\AI\repos\mcp-backup-20251226-203308\data\normalized\crawl_report_1766776707.normalized.json,C:\AI\repos\mcp\results\compiled\mcp-backup-20251226-203308_data_normalized_crawl_report_1766776707.normalized.json.csv,https://example.com,,"{'start_url': 'https://example.com', 'max_pages': 10, 'max_depth': 1, 'duration_sec': 5.43289041519165, 'found': 0, 'results_summary': []}",2025-12-26T19:18:27.688408Z,
