source,orig,url,title,text,date,score
C:\AI\repos\mcp-backup-20251226-203308\.venv\share\jupyter\kernels\python3\kernel.json,C:\AI\repos\mcp\results\compiled\mcp-backup-20251226-203308_.venv_share_jupyter_kernels_python3_kernel.json.csv,,Python 3 (ipykernel),,,
