created_at,domain,duration_sec,entities,found,max_depth,max_pages,raw,results_count,session_hash,source,start_url,type
2025-12-26T17:43:30.700061Z,,,"{'phones': [], 'addresses': []}",,,,"{'ts': 1766771010, 'seed_count': 0, 'seeds': []}",0,cycle_summary-1766771010,crawl_report,,crawl_report_normalized
