created_at,domain,duration_sec,entities,found,max_depth,max_pages,raw,results_count,session_hash,source,start_url,type
2025-12-26T19:12:13.117327Z,example.com,5.292557239532471,"{'phones': [], 'addresses': []}",0,1,3,"{'start_url': 'https://example.com', 'max_pages': 3, 'max_depth': 1, 'duration_sec': 5.292557239532471, 'found': 0, 'results_summary': []}",0,crawl_report_1766776333,crawl_report,https://example.com,crawl_report_normalized
