created_at,domain,duration_sec,entities,found,max_depth,max_pages,raw,results_count,session_hash,source,start_url,type
2025-12-26T19:18:27.688408Z,example.com,5.43289041519165,"{'phones': [], 'addresses': []}",0,1,10,"{'start_url': 'https://example.com', 'max_pages': 10, 'max_depth': 1, 'duration_sec': 5.43289041519165, 'found': 0, 'results_summary': []}",0,crawl_report_1766776707,crawl_report,https://example.com,crawl_report_normalized
